origin_id,origin_name,target_id,target_name,expelled_group,year,mean_estimate,event_type,is_annual_estimate,data_source_id,description,in_unhcr,unhcr_numer,comment,difference_unhcr_mean_estimate
364,Iran,4,Afghanistan,Afghans,2013,13750,1,,4,,FALSE,,,
364,Iran,4,Afghanistan,Afghans,2013,228000,1,,4,,FALSE,,,
364,Iran,4,Afghanistan,Afghans,2014,13750,1,,4,,FALSE,,,
364,Iran,4,Afghanistan,Afghans,2014,228000,1,,4,,FALSE,,,
364,Iran,4,Afghanistan,Afghans,2015,13750,1,,4,,FALSE,,,
364,Iran,4,Afghanistan,Afghans,2015,228000,1,,4,,FALSE,,,
364,Iran,4,Afghanistan,Afghans,2017,350000,1,,44,,,,,
368,Iraq,376,Israel,Jews,1967,32333,3,,336,repatriation after growing antisemitism in Iraq,,,,
368,Iraq,376,Israel,Jews,1968,32333,3,,336,repatriation after growing antisemitism in Iraq,,,,
368,Iraq,376,Israel,Jews,1969,32333,3,,336,repatriation after growing antisemitism in Iraq,,,,
368,Iraq,364,Iran,Iranians,1971,11000,1,,1,,FALSE,,,
368,Iraq,364,Iran,Iranians,1971,60000,1,,1,,FALSE,,,
368,Iraq,364,Iran,Kurds,1971,40000,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Iranians; Kurds,1974,60000,1,,1,,FALSE,,,
368,Iraq,364,Iran,Iranians,1980,20000,1,,1,,FALSE,,UNHCR lists 100000 from 1979 to 1982,
368,Iraq,364,Iran,Iranians,1980,25000,1,,1,,FALSE,,UNHCR lists 100000 from 1979 to 1982,
368,Iraq,364,Iran,Iraqis,1980,90909,2,,223,deportation of Iraqis under Saddam Hussein,,,,
368,Iraq,364,Iran,Iraqis,1981,90909,2,,223,deportation of Iraqis under Saddam Hussein,,,,
368,Iraq,364,Iran,Iraqis,1982,90909,2,,223,deportation of Iraqis under Saddam Hussein,,,,
368,Iraq,364,Iran,Iraqis,1983,90909,2,,223,deportation of Iraqis under Saddam Hussein,,,,
368,Iraq,364,Iran,Iraqis,1984,90909,2,,223,deportation of Iraqis under Saddam Hussein,,,,
368,Iraq,364,Iran,Iraqis,1985,90909,2,,223,deportation of Iraqis under Saddam Hussein,,,,
368,Iraq,364,Iran,Iraqis,1986,90909,2,,223,deportation of Iraqis under Saddam Hussein,,,,
368,Iraq,364,Iran,Iraqis,1987,90909,2,,223,deportation of Iraqis under Saddam Hussein,,,,
368,Iraq,364,Iran,Iraqis,1988,90909,2,,223,deportation of Iraqis under Saddam Hussein,,,,
368,Iraq,364,Iran,Iraqis,1989,90909,2,,223,deportation of Iraqis under Saddam Hussein,,,,
368,Iraq,364,Iran,Iraqis,1990,90909,2,,223,deportation of Iraqis under Saddam Hussein,,,,
368,Iraq,364,Iran,Kurds,1980,13636,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1980,45455,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1981,13636,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1981,45455,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1982,13636,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1982,45455,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1983,13636,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1983,45455,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1984,13636,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1984,45455,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1985,13636,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1985,45455,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1986,13636,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1986,45455,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1987,13636,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1987,45455,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1988,13636,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1988,45455,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1989,13636,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1989,45455,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1990,13636,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Kurds,1990,45455,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Shia Muslims,1980,45455,2,,226,deportation of Shia Muslims amidst Iran-Iraq war,,,,
368,Iraq,364,Iran,Shia Muslims,1981,45455,2,,226,deportation of Shia Muslims amidst Iran-Iraq war,,,,
368,Iraq,364,Iran,Shia Muslims,1982,45455,2,,226,deportation of Shia Muslims amidst Iran-Iraq war,,,,
368,Iraq,364,Iran,Shia Muslims,1983,45455,2,,226,deportation of Shia Muslims amidst Iran-Iraq war,,,,
368,Iraq,364,Iran,Shia Muslims,1984,45455,2,,226,deportation of Shia Muslims amidst Iran-Iraq war,,,,
368,Iraq,364,Iran,Shia Muslims,1985,45455,2,,226,deportation of Shia Muslims amidst Iran-Iraq war,,,,
368,Iraq,364,Iran,Shia Muslims,1986,45455,2,,226,deportation of Shia Muslims amidst Iran-Iraq war,,,,
368,Iraq,364,Iran,Shia Muslims,1987,45455,2,,226,deportation of Shia Muslims amidst Iran-Iraq war,,,,
368,Iraq,364,Iran,Shia Muslims,1988,45455,2,,226,deportation of Shia Muslims amidst Iran-Iraq war,,,,
368,Iraq,364,Iran,Shia Muslims,1989,45455,2,,226,deportation of Shia Muslims amidst Iran-Iraq war,,,,
368,Iraq,364,Iran,Shia Muslims,1990,45455,2,,226,deportation of Shia Muslims amidst Iran-Iraq war,,,,
368,Iraq,356,India,Indians,1991,100000,3,,241,repatriation of Indian migrant workers after beginning of the Iraqi Invaion of Kuwait,,,,
368,Iraq,356,India,Indians,1991,150000,3,,241,repatriation of Indian migrant workers after beginning of the Iraqi Invaion of Kuwait,,,,
368,Iraq,,various,Egyptians,1991,350000,4,,241,escape of Egyption migrant workers after Iraqi Invasion of Kuwait,,,,
368,Iraq,,various,Palestinians,2003,15000,1,,227,,,,,
368,Iraq,,various,Palestinians,2003,21000,1,,239,escape of Palestinians after systematic terror and persecution campaign from the Iraqi authorities,,,,
372,Ireland,268,Georgia,Georgians,2024,32,2,FALSE,176,deportation of Georgian migrants,,,,
376,Israel,,Jordan; Syria; Egypt,Palestinians,1967,135000,1,,1,,FALSE,,,
376,Israel,,Jordan; Syria; Egypt,Palestinians,1967,195000,1,,1,,FALSE,,,
376,Israel,,Jordan; Syria; Egypt,Palestinians,1968,135000,1,,1,,FALSE,,,
376,Israel,,Jordan; Syria; Egypt,Palestinians,1968,195000,1,,1,,FALSE,,,
388,Jamaica,332,Haiti,Haitians,2023,37,2,,201,deportation of illegal migrants from Haiti,,,,
388,Jamaica,332,Haiti,Haitians,2024,37,1,FALSE,27,,,,,
392,Japan,408,North Korea,North Koreans,1959,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1960,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1961,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1962,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1963,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1964,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1965,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1966,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1967,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1968,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1969,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1970,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1971,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1972,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1973,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1974,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1975,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1976,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1977,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1978,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1979,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1980,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1981,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1982,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1983,3346,3,,238,repatriation of North Koreans from Japan,,,,
392,Japan,408,North Korea,North Koreans,1984,3346,3,,238,repatriation of North Koreans from Japan,,,,
400,Jordan,,Palestine; Lebanon,Palestinians,1971,18000,1,,227,"expulsion of Palestinans from Jordan known as ""Black September""",,,,
400,Jordan,,Palestine; Lebanon,Palestinians,1971,20000,1,,227,"expulsion of Palestinans from Jordan known as ""Black September""",,,,
400,Jordan,760,Syria,Syrians,2017,6000,1,,229,deportation of Syrian refugees from Jordan,,,,
,Jordan,,Syria,Syrians,2024,21852,3,FALSE,416,repatriation of Syrian refugees from Jordan,,,,
,Jordan,,Syria,Syrians,2025,21852,3,FALSE,416,repatriation of Syrian refugees from Jordan,,,,
398,Kazakhstan,643,Russia,Russians,1989,158909,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,643,Russia,Russians,1990,158909,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,643,Russia,Russians,1991,158909,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,643,Russia,Russians,1992,158909,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,643,Russia,Russians,1993,158909,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,643,Russia,Russians,1994,158909,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,643,Russia,Russians,1995,158909,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,643,Russia,Russians,1996,158909,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,643,Russia,Russians,1997,158909,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,643,Russia,Russians,1998,158909,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,643,Russia,Russians,1999,158909,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,,Germany; Russia,Russian-Germans,1991,4444,3,,231,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,,Germany; Russia,Russian-Germans,1992,4444,3,,231,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,,Germany; Russia,Russian-Germans,1993,4444,3,,231,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,,Germany; Russia,Russian-Germans,1994,4444,3,,231,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,,Germany; Russia,Russian-Germans,1995,4444,3,,231,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,,Germany; Russia,Russian-Germans,1996,4444,3,,231,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,,Germany; Russia,Russian-Germans,1997,4444,3,,231,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,,Germany; Russia,Russian-Germans,1998,4444,3,,231,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,,Germany; Russia,Russian-Germans,1999,4444,3,,231,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,643,Russia,Russians,2000,59875,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,643,Russia,Russians,2001,59875,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,643,Russia,Russians,2002,59875,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,643,Russia,Russians,2003,59875,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,643,Russia,Russians,2004,59875,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,643,Russia,Russians,2005,59875,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,643,Russia,Russians,2006,59875,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,643,Russia,Russians,2007,59875,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,860,Uzbekistan,Uzbeks,2011,28,2,,232,deportation of Uzbeks from Kazakhstan,,,,
404,Kenya,826,United Kingdom,Asians with British Passports,1967,13600,1,,234,expulsion of Asians as part of Africanization Policy after Independence,,,,
404,Kenya,826,United Kingdom,Asians with British Passports,1972,27000,1,,235,expulsion of Asians as part of Africanization Policy after Independence,,,,
404,Kenya,,various,Asians with British Passports,1973,23000,1,,233,expulsion of Asians as part of Africanization Policy after Independence,,,,
404,Kenya,800,Uganda,Ugandans,1979,2500,1,,1,,FALSE,,,
404,Kenya,800,Uganda,Ugandans,1979,4400,1,,1,,FALSE,,,
404,Kenya,,Tanzania; Uganda,Tanzanians; Ugandans,1980,1500,1,,1,,FALSE,,,
404,Kenya,,Tanzania; Uganda,Tanzanians; Ugandans,1981,1500,1,,1,,FALSE,,,
404,Kenya,706,Somalia,Somalis,1989,2500,1,,1,,FALSE,,,
404,Kenya,706,Somalia,Somalis,1990,2500,1,,1,,FALSE,,,
404,Kenya,,Uganda; Rwanda,Ugandans; Rwandans ,1990,1000,1,,1,,FALSE,,,
404,Kenya,706,Somalia,Somalians,2013,15000,3,,236,repatriation of Somalian refugeees; after Westgate Mall terrorist attack also forced repatriation,,,,
404,Kenya,706,Somalia,Somalians,2013,40000,3,,236,repatriation of Somalian refugeees; after Westgate Mall terrorist attack also forced repatriation,,,,
404,Kenya,706,Somalia,Somalians,2014,15000,3,,236,repatriation of Somalian refugeees; after Westgate Mall terrorist attack also forced repatriation,,,,
404,Kenya,706,Somalia,Somalians,2014,40000,3,,236,repatriation of Somalian refugeees; after Westgate Mall terrorist attack also forced repatriation,,,,
404,Kenya,706,Somalia,Somalians,2014,442,2,FALSE,237,deportation of Somalian refugees from Kenya,,,,
,Kosovo,,Serbia,Roma,1999,15000,4,,393,escape of Roma amidst Yugoslavia war,,,,
,Kosovo,,Montenegro,Roma,1999,10000,4,,393,escape of Roma amidst Yugoslavia war,,,,
,Kuwait,,Jordan; Palestine,Jordanians; Palestinians,1990,350000,1,,460,expulsion of Jordanians and Palestinians from Kuwait after Palestinian support of ,,,,
414,Kuwait,,Jordan; Iraq,Palestinians; Iraqis,1991,200000,1,,1,,FALSE,,,
414,Kuwait,,Jordan; Iraq,Palestinians; Iraqis,1991,400000,1,,1,,FALSE,,,
414,Kuwait,,various,Palestinians,1991,350000,1,,227,expulsion of Palestinians from Kuwait after beginning of the 1991 gulf war,,,,
414,Kuwait,,various,Palestinians,1991,400000,1,,227,expulsion of Palestinians from Kuwait after beginning of the 1991 gulf war,,,,
414,Kuwait,400,Jordan,Palestinians,1991,250000,1,,227,expulsion of Palestinians from Kuwait after beginning of the 1991 gulf war,,,,
414,Kuwait,400,Jordan,Palestinians,1991,280000,1,,227,expulsion of Palestinians from Kuwait after beginning of the 1991 gulf war,,,,
414,Kuwait,400,Jordan,Palestinians,1991,300000,1,,228,expulsion of Palestinians from Kuwait after beginning of the 1991 gulf war,,,,
414,Kuwait,368,Iraq,Palestinians,1991,2000,1,,227,expulsion of Palestinians from Kuwait after beginning of the 1991 gulf war,,,,
414,Kuwait,275,Palestine ,Palestinians,1991,30000,4,,227,escape afte US-led war and occupation of Iraq,,,,
414,Kuwait,275,Palestine ,Palestinians,1991,40000,4,,227,escape afte US-led war and occupation of Iraq,,,,
414,Kuwait,818,Egypt,Egyptians,1991,135000,3,,241,expulsion of Egyptian Workers after beginning of the gulf war,,,,
414,Kuwait,,various,Jordanians; Lebanese; Yemenis; Moroccans; Sudanese; Tunesians,1991,80000,3,,241,expulsion of Arabic migrant workers and refugess after beginning of the gulf war,,,,
414,Kuwait,,various,Asian migrant workers,1991,500000,3,,241,repatriation of Asian migrant workers after the beginning of the Iraqi Invasion,,,,
414,Kuwait,364,Iran,Iranians,1991,60000,1,,241,escape of Iranian migrant workers after Iraqi Invasion of Kuwait,,,,
414,Kuwait,,various,Bidoon people,1991,10000,2,,242,deported because of accusation of collaboration with Iraqi forces in gulf war,,,,
414,Kuwait,,various,Bidoon people,1991,140000,1,,242,expulsion because of accusation of collaboration with Iraqi forces in gulf war,,,,
,Kuwait,,various,various,2021,800,2,FALSE,461,deportation of African migrant workers,,,,
414,Kuwait,,various,various,2022,30000,1,,34,,,,,
414,Kuwait,,various,Migrant Workers,2022,30000,2,,243,deportation of migrants who violated residency or laber laws,,,,
414,Kuwait,356,India,Indians,2022,6400,2,,243,deportation of migrants who violated residency or laber laws,,,,
414,Kuwait,50,Bangladesh,Bangladeshis,2022,3500,2,,243,deportation of migrants who violated residency or laber laws,,,,
414,Kuwait,818,Egypt,Egyptians,2022,3000,2,,243,deportation of migrants who violated residency or laber laws,,,,
414,Kuwait,608,Phillipines,Filipinos,2022,3000,2,,244,deportation of migrants who violated residency or laber laws,,,,
414,Kuwait,231,Ethiopia,Ethiopians,2022,1400,2,,244,deportation of migrants who violated residency or laber laws,,,,
414,Kuwait,,various,various,2023,42000,2,,245,deportation of migrants who violated residency or laber laws,,,,
414,Kuwait,,various,various,2024,21190,2,FALSE,246,deportation of migrants who violated residency or laber laws,,,,
,Kuwait,,Bangladesh,Bangladeshis,2024,57,2,FALSE,462,deportation of Bangladeshi migrants participating in protest,,,,
,Kyrgyzstan,,Tajikistan,Tajikis,1993,393,3,,420,repatriation of Tajikis after escape to Kyrgyzstan,,,,
,Kyrgyzstan,,Tajikistan,Tajikis,1994,393,3,,420,repatriation of Tajikis after escape to Kyrgyzstan,,,,
,Kyrgyzstan,,Tajikistan,Tajikis,1995,393,3,,420,repatriation of Tajikis after escape to Kyrgyzstan,,,,
,Kyrgyzstan,,Tajikistan,Tajikis,1996,393,3,,420,repatriation of Tajikis after escape to Kyrgyzstan,,,,
,Kyrgyzstan,,Tajikistan,Tajikis,1997,393,3,,420,repatriation of Tajikis after escape to Kyrgyzstan,,,,
,Kyrgyzstan,,Tajikistan,Tajikis,1998,393,3,,420,repatriation of Tajikis after escape to Kyrgyzstan,,,,
,Kyrgyzstan,,Tajikistan,Tajikis,1999,393,3,,420,repatriation of Tajikis after escape to Kyrgyzstan,,,,
,Kyrgyzstan,,Tajikistan,Tajikis,2000,393,3,,420,repatriation of Tajikis after escape to Kyrgyzstan,,,,
,Kyrgyzstan,,Tajikistan,Tajikis,2001,393,3,,420,repatriation of Tajikis after escape to Kyrgyzstan,,,,
,Kyrgyzstan,,Tajikistan,Tajikis,2002,393,3,,420,repatriation of Tajikis after escape to Kyrgyzstan,,,,
,Kyrgyzstan,,Tajikistan,Tajikis,2003,393,3,,420,repatriation of Tajikis after escape to Kyrgyzstan,,,,
,Kyrgyzstan,,Tajikistan,Tajikis,2004,393,3,,420,repatriation of Tajikis after escape to Kyrgyzstan,,,,
,Kyrgyzstan,,Tajikistan,Tajikis,2005,393,3,,420,repatriation of Tajikis after escape to Kyrgyzstan,,,,
,Kyrgyzstan,,Tajikistan,Tajikis,2006,393,3,,420,repatriation of Tajikis after escape to Kyrgyzstan,,,,
418,Laos,156,China,Chinese,1975,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1976,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1977,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1978,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1979,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1980,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1981,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1982,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1983,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1984,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1985,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1986,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1987,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1988,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1989,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1990,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1991,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1992,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1993,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1994,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1995,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1996,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
418,Laos,156,China,Chinese,1997,3913,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
422,Lebanon,760,Syria,Syrians,2017,56667,3,,255,repatriation of Syrian refugees from Lebanon,,,,
422,Lebanon,760,Syria,Syrians,2018,56667,3,,255,repatriation of Syrian refugees from Lebanon,,,,
422,Lebanon,760,Syria,Syrians,2019,56667,3,,255,repatriation of Syrian refugees from Lebanon,,,,
422,Lebanon,760,Syria,Syrians,2019,1200,2,,251,deportation of Syrian refugees from Lebanon,,,,
422,Lebanon,760,Syria,Syrians,2020,1200,2,,251,deportation of Syrian refugees from Lebanon,,,,
422,Lebanon,760,Syria,Syrians,2021,1200,2,,251,deportation of Syrian refugees from Lebanon,,,,
422,Lebanon,760,Syria,Syrians,2022,1200,2,,251,deportation of Syrian refugees from Lebanon,,,,
422,Lebanon,760,Syria,Syrians,2023,1200,2,,251,deportation of Syrian refugees from Lebanon,,,,
422,Lebanon,760,Syria,Syrians,2020,863,2,,251,deportation of Syrian refugees from Lebanon,,,,
,Lebanon,,Syria,Syrians,2023,13772,2,,415,deportation of Syrian refugees from Lebanon,,,,
422,Lebanon,760,Syria,Syrians,2024,433,2,FALSE,254,deportation of Syrian refugees from Lebanon,,,,
422,Lebanon,760,Syria,Syrians,2024,312400,3,,256,repatriation after Israeli Shelling of southern Lebanon,,,,
422,Lebanon ,760,Syria,Syrians,2023,1800,2,FALSE,252,deportation of Syrian refugees from Lebanon,,,,
422,Lebanon ,760,Syria,Syrians,2023,13772,2,,253,deportation of Syrian refugees from Lebanon,,,,
426,Lesotho,566,Nigeria,Nigerians,2002,18,2,FALSE,54,,,,,
426,Lesotho,156,China,Chinese,2002,4,2,FALSE,54,,,,,
430,Liberia,384,Cote d'Ivoire,Ivorians,2021,9104,3,,257,repatriation of Ivorian refugees from Liberia,,,,
430,Liberia,384,Cote d'Ivoire,Ivorians,2022,9104,3,,257,repatriation of Ivorian refugees from Liberia,,,,
434,Libya,380,Italy,Jews,1967,6000,1,,261,expulsion of Jewish Minority and migrants after beginning of the six-day war in 1967,,,,
434,Libya,380,Italy,Italians,1970,20000,1,,1,,FALSE,,,
434,Libya,380,Italy,Italians,1970,20000,1,,259,"expulsion of ""Italian opressors"" amidst early Gaddhafis arab nationalism",,,,
434,Libya,380,Italy,Italians,1970,14000,1,FALSE,260,"expulsion of ""Italian opressors"" amidst early Gaddhafis arab nationalism",,,,
434,Libya,788,Tunisia,Tunisians ,1976,13700,1,,1,,FALSE,,,
434,Libya,788,Tunesia,Tunesians,1976,7000,1,,335,,,,,
434,Libya,818,Egypt,Egyptians,1976,112500,1,,263,expulsion of Egyptians under Muammar al-Qaddafi,,,,
434,Libya,818,Egypt,Egyptians,1977,112500,1,,263,expulsion of Egyptians under Muammar al-Qaddafi,,,,
434,Libya,818,Egypt,Egyptians,1977,225000,1,,262,expulsion of Egyptians under Muammar al-Qaddafi,,,,
434,Libya,,Tunisia; Egypt,Tunisians; Egyptians,1985,42000,1,,1,,FALSE,,,
434,Libya,,Tunisia; Egypt,Tunisians; Egyptians,1985,80000,1,,1,,FALSE,,,
,Libya,,Tunesia,Tunesians,1985,23000,1,,446,expulsion of Tunesian migrant workers from Libya,,,,
,Libya,,Tunesia,Tunesians,1985,30000,1,,447,expulsion of Tunesian migrant workers from Libya,,,,
,Libya,,Tunesia,Tunesians,1985,25000,1,,448,expulsion of Tunesian migrant workers from Libya,,,,
,Libya,,various,various,1985,150000,1,,448,expulsion of migrants workers from Libya,,,,
,Libya,,Egypt,Egyptians,1985,10000,1,,449,expulsion of Egyptians from Libya,,,,
434,Libya,,various,Palestinians,1993,10000,1,,239,expulsion after Libyan dissatisfaction with Oslo Accords,,,,
434,Libya,,various,Palestinians,1993,30000,1,,239,expulsion after Libyan dissatisfaction with Oslo Accords,,,,
434,Libya,,Sudanese; Mauritanians,Sudanese; Mauritanians,1995,80000,1,,1,,FALSE,,,
434,Libya,,various,Palestinians,1995,6500,1,,264,expulsion of Palestinians due to disattisfaction with Oslo Accords,,,,
434,Libya,,various,Palestinians,1996,6500,1,,264,expulsion of Palestinians due to disattisfaction with Oslo Accords,,,,
