data_source_id,data_source_type,author,year,title,link
152,3,Falcon; Juan Antonio,2007,Equatorial Guinea: the country where the West lost its dignity,https://www.otromundoesposible.net/guinea-ecuatorial-el-pais-donde-occidente-perdio-la-dignidad/
153,1,Baynham; Simon,1986,Politics and power in Equatorial Guinea,https://journals.co.za/doi/pdf/10.10520/AJA02562804_761
154,8,Human Rights Watch,2003,A Deportee's Story,https://www.hrw.org/reports/2003/ethioerit0103/ethioerit0103.htm
155,8,US Department of State,1999,Ethiopia Country Report on Human Rights Practices for 1998,https://1997-2001.state.gov/global/human_rights/1998_hrp_report/ethiopia.html
156,8,Human Rights Watch,1999,Federal Democratic Republic Of Ethiopia - Human Rights Developments,https://www.hrw.org/legacy/wr2k/Africa-03.htm
157,8,Human Rights Watch,2022,Egypt: Forced Returns of Eritrean Asylum Seekers,https://www.hrw.org/news/2022/01/27/egypt-forced-returns-eritrean-asylum-seekers
158,8,Human Rights Watch,2009,Service for Life - State Repression and Indefinite Conscription in Eritrea,https://www.hrw.org/report/2009/04/16/service-life/state-repression-and-indefinite-conscription-eritrea
159,8,Amnesty International,2024,Türkiye: Eritreans at imminent risk of forced return,https://www.amnesty.org/en/documents/eur44/8493/2024/en/
160,8,UNHCR,2006,UNHCR prepares for Swaziland to take over all refugee services,https://www.unhcr.org/news/unhcr-prepares-swaziland-take-over-all-refugee-services
161,8,UNHCR,1996,Evaluation of UNHCR's Repatriation Operation to Mozambique,https://www.unhcr.org/us/publications/evaluation-unhcrs-repatriation-operation-mozambique
162,8,Human Rights Watch,1998,Migration to South Africa Today,https://www.hrw.org/legacy/reports98/sareport/Adv2c.htm
163,8,Migration Policy Institute,2008,South Africa: Policy in the Face of Xenophobia,https://www.migrationpolicy.org/article/south-africa-policy-face-xenophobia
164,1,Waller; Lyndith,2006,Irregular Migration to South Africa During the First Ten Years of Democracy,https://scholars.wlu.ca/cgi/viewcontent.cgi?article=1076&context=samp
165,1,Ahmed; Hussein,2000,Archival Sources on the Yemeni Arabs in Urban Ethiopia: The Dessie Municipality,https://www.researchgate.net/publication/273050120_Archival_Sources_on_the_Yemeni_Arabs_in_Urban_Ethiopia_The_Dessie_Municipality
166,3,voanews,2017,Ethiopians Deported En Masse by Saudi Arabia Allege Abuses,https://www.voanews.com/a/ethiopian-migrants-report-abuse-during-saudi-arabia-deportations/4182407.html
167,8,Human Rights Watch,2020,"Saudi Arabia: Migrants Held in Inhuman, Degrading Conditions",https://www.hrw.org/news/2020/12/15/saudi-arabia-migrants-held-inhuman-degrading-conditions
168,8,Amnesty International,2022,"“it’s Like We Are Not Human” Forced Returns, Abhorrent Detention Conditions Of Ethiopian Migrants In Saudi Arabia",https://www.amnesty.nl/content/uploads/2022/12/MDE-23.5826.2022-Saudi-Arabia-Ethiopian-migrants-briefing_final.pdf?x34663
169,8,UNCHR,1996,"UNCHR: Refugees Update, 11-12/'95",https://www.africa.upenn.edu/Hornet/unchr_refg95.html
170,8,Taoi; Stella,2024,Tikoduadua reveals Chinese repatriation operation,https://fijionenews.com.fj/tikoduadua-reveals-chinese-repatriation-operation/
171,8,Curet; Lucie,2020,"En Guyane, expulser pour assurer la paix sociale",https://www.gisti.org/spip.php?article6435
172,8,Niessen; Jan & Schibel; Yongmi,2004,International migration and relations with third countries: European and US approaches,https://www.migpolgroup.com/_old/wp-content/uploads/2016/10/144.France_InternationalMigrationandRelationswiththirdcountries_2004.pdf
173,8,United Nations Migration,2025,"With EU Support, IOM Facilitates Voluntary Return of 178 Gambians from Libya",https://gambia.iom.int/news/eu-support-iom-facilitates-voluntary-return-178-gambians-libya
174,3,Jawo; Kaddy,2024,‘I will die trying’: Gambian migrant deportees dream of return to Europe,https://www.aljazeera.com/features/2024/9/13/i-will-die-trying-gambian-migrant-deportees-dream-of-return-to-europe
175,8,Human Rights Watch,2007,Summary,https://www.hrw.org/reports/2007/russia1007/1.htm
176,8,Civil Georgia,2025,Poland Deports Georgian Nationals in Crackdown on Alleged Criminal Activity,https://civil.ge/archives/667409
177,,,,,https://agenda.ge/en/news/2024/39440
178,,,,,https://watermark.silverchair.com/gtac006.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAA1owggNWBgkqhkiG9w0BBwagggNHMIIDQwIBADCCAzwGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMm6sRrI42G4xvwzbtAgEQgIIDDXdGQvk_V22cgYkAZe6EA8c0sdCAMele8tnwdIJa60_vVPUITKXsi-qm9Cqdj_IuhnZpCv18VJl5bvmWvGOWbU14SUUZUV1hKCn1DRhaKNRzXNex7AixoHSDoNlj6Tp_4-BaeeSdbhTDRTm5GrGTYYmoMyhf6t6IaBY-c2hHwMUzUfkxsVmVtDtjht-XCAzBvUgXdhLbw8vz-uG8Bb4RigSd391HSG97TIQjkCKHHVup1gkHfvikzk922F75PNZxueaC2mZnZTqZx9QURQANzb0cjS5qwNdnrz_OTS5gNK7i0QqWoqEJD1fA-C6-vLB7kFPKOH5lrNCNPFkrc-0uyRHQ-xOpqMaTDP3r89LXJhOy99B_5UCrzhs9SEzey98Dz-I5rzoJYyPPTjpmYLmCXPFWCAlAp9Bl9qMS4rSBWgWmf2x-r7r1HH8nXZWUdkS-ZbB4Ys2_799HBLfWmp5Hw-f0Gax03S_SkKpBjpKHnXMfIPSwWfas6XzVIVYeR2Nk2oo8_jmMEAH_4abYDfawGwF_mYORai3fkEVFDhn_ny337tf_s5gbhMP2empQj7ESW2MfBog7UqSciCVG9MJV810pNB4WtqlHdrmcpstVOj_hfWqCiIZimnjn6TF0kHDRjH99PZTvs8wxXkFSLMngJMMg1Hpz02su7xTKFZajaNZsdWHpod9mz28dRpEXGu5ZignHL-UglcBxy5VhRMxO0AsyqZO3VDI3K4lvlascHGm_FuIoxptrLjkCUFPgWzUGItoDb-wOzPcruSACVvnkgUB1TKPAH-GfwonRojdlKi0tBa62PaNNm_GCvoALYibvfksf3RQma65FitdiEUDnj1rS5oNU72CnrYQhBVqKolpDV-6cwXylgjYYXDdCyEjKIPp2NTRu7aGBDgfsUA1Fg9P7K4NNttRj_D3Cn-vK1gucNTGUIqcE1Y0a0GJ6vsrhrGnUrUZbTSw2YLHVfgJh4yM9r1girwXSyNEVPoMhlnlHO4IluBC1tc8zDCbB6XNzgoqRXEWOIVPXZ3CSNS4
179,1,Aremu; Johnson Olaosebikan & Ajayi; Adeyinka Theresa,2014,Expulsion of Nigerian Immigrant Community from Ghana in 1969: Causes and Impact ,https://core.ac.uk/reader/234681701
180,10,Lawal; Shola,2022,GHANA MUST GO: The ugly history of Africa’s most famous bag,https://atavist.mg.co.za/ghana-must-go-the-ugly-history-of-africas-most-famous-bag/
181,8,Bump; Micah,2006,Ghana: Searching for Opportunities at Home and Abroad,https://www.migrationpolicy.org/article/ghana-searching-opportunities-home-and-abroad
182,8,Reliefweb,2018,One Migrant’s Brutal Odyssey Through Libya,https://reliefweb.int/report/libya/one-migrant-s-brutal-odyssey-through-libya
183,1,Kandilige; Leander & Adiku; Geraldine,2013,‘The saga of the returnee’: return and reintegration experiences of Ghanaian returnees from Libya,https://www.wider.unu.edu/sites/default/files/Events/PDF/Papers/Geraldine-Adiku-abstract.pdf
184,8,United Nations Migration,2009,Migration in Ghana - A Country Profile 2009,https://publications.iom.int/system/files/pdf/ghana_profile_2009_0.pdf
185,3,Kokutse; Francis & Irwin; Zane,2023,"Ghana forcibly deports hundreds of people who had fled extremist violence in Burkina Faso, says UN",https://apnews.com/article/ghana-burkina-violence-migrants-deportation-refugee-displaced-abaa1418d09a0e026291313390967e32
186,8,Ratliff; William G. ,2023,United States Invades Grenada,https://www.ebsco.com/research-starters/history/united-states-invades-grenada
187,3,Straker; Linda,2024,Grenada received 40 USA deportees from 2019 to 2024,https://nowgrenada.com/2024/12/grenada-received-40-usa-deportees-from-2019-to-2024/
188,8,Comptroller General of the United States,1976,Evacuation And Temporary Care Afforded Indochinese Refugees-- Operation New Life,https://www.gao.gov/assets/id-76-63.pdf
189,3,Ahuja; Namrata Biji,2025,US military flight bringing 104 Indian illegal immigrants set to land in Amritsar,https://www.theweek.in/news/india/2025/02/05/amritsar-bound-us-military-flight-brings-104-indians-from-guam.html
190,3,Hirayama; Matsuki,2023,"'29 deported and counting', but one falls through the cracks",https://www.kuam.com/story/49919734/29-deported-and-counting-but-one-falls-through-the-cracks
191,8,Vaughan; Jessica M.,2022,Interior Immigration Enforcement Decline Under Biden: State and Local Statistics,https://cis.org/Report/Interior-Immigration-Enforcement-Decline-Under-Biden-State-and-Local-Statistics
192,8,Pena; Jason,2019,Mexico Increases Migrant Deportations to Guatemala,https://cis.org/Pena/Mexico-Increases-Migrant-Deportations-Guatemala
193,8,Asacson; Adam,2024,"Weekly U.S.-Mexico Border Update: Mexico blocks migration, U.S. legislation, migrant removals, nationalities",https://www.wola.org/2024/04/weekly-u-s-mexico-border-update-mexico-blocks-migration-u-s-legislation-migrant-removals-nationalities/
194,3,The West African News Magazine,1984,Coming home to Guinea,https://talkingdrumsmagazine.com/1984-09-17/guinea.html
195,8,Human Rights Watch,2018,Algeria: Inhumane Treatment of Migrants,https://www.hrw.org/news/2018/06/28/algeria-inhumane-treatment-migrants
196,8,Amnesty International,2017,"Algeria: Mass racial profiling used to deport more than 2,000 sub-Saharan migrants",https://www.amnesty.org/en/latest/news/2017/10/algeria-mass-racial-profiling-used-to-deport-more-than-2000-sub-saharan-migrants/
197,8,Council on Hemispheric Affairs,2009,“Barbadian first” policy flogs Guyanese in Barbados,https://coha.org/barbadian-first-policy-flogs-guyanese-in-barbados/
198,8,Minorty Rights Group,unknown,Haitians in the Bahamas,https://minorityrights.org/communities/haitians/
199,3,Haiti Libre,2023,Haiti - Politic : The Bahamas announce an aggressive campaign against illegal migrants,https://www.haitilibre.com/en/news-39000-haiti-politic-the-bahamas-announce-an-aggressive-campaign-against-illegal-migrants.html
200,8,Douyon; Emmanuela,2023,Haitians Flee a Nation Nearing Collapse,https://www.migrationpolicy.org/article/haitians-flee-collapse
201,8,Lacarte; Valerie,2023,Addressing the Next Displacement Crisis in the Making in the Americas,https://www.migrationpolicy.org/news/haiti-next-displacement-crisis-americas
202,10,Burgi-Palomino; Daniella,2018,"No Rights, No Dignity: Risks Facing Deported Migrants In Honduras And El Salvador",https://www.lawg.org/no-rights-no-dignity-risks-facing-deported-migrants-in-honduras-and-el-salvador/
203,8,Mora; Maria Jesus & Ruiz Soto; Ariel G.,2025,The Forgotten Side of Deportation: The Cost of Ignoring Returnees’ Reintegration Challenges,https://www.migrationpolicy.org/news/reintegration-forgotten-side-deportation
204,8,Strankrauff; Alison Harper,2023,Vietnamese Refugees Riot in Hong Kong,https://www.ebsco.com/research-starters/history/vietnamese-refugees-riot-hong-kong
205,16,Immigration Department - Hong Kong,2025,Immigration Department repatriates 18 Vietnamese illegal immigrants to Vietnam (with photos),https://www.immd.gov.hk/eng/press/press-releases/20250321b.html
206,16,The Government of Hong Kong Special Administrative Region - Press Release,2024,Immigration Department repatriates 18 Vietnamese illegal immigrants and overstayers to Vietnam,https://www.info.gov.hk/gia/general/202412/18/P2024121800521.htm
207,16,Immigration Department - Hong Kong,2024,Immigration Department repatriates Vietnamese illegal immigrants and overstayers to Vietnam (with photos),https://www.immd.gov.hk/eng/press/press-releases/20240620.html
208,16,Immigration Department - Hong Kong,2024,Immigration Department repatriates Vietnamese illegal immigrants to Vietnam (with photos),https://www.immd.gov.hk/eng/press/press-releases/20240227.html
209,8,Smith; Martin,2002,Burma (Myanmar): The Time for Change,https://www.burmalibrary.org/docs09/Martin%20Smith%202002.pdf
210,2,Jorgensen; Jan Jelmert,1981,Uganda: A Modern History,https://www.taylorfrancis.com/books/mono/10.4324/9781003452911/uganda-modern-history-jan-jelmert-j%C3%B8rgensen
211,2,Lal; Brij V.,2006,Island of Turmoil - Election and Politics in Fiji,https://web.archive.org/web/20070303074632/http://epress.anu.edu.au/islands/pdf/islands-whole.pdf
212,3,Mathrubhumi.com,2025,UAE arrests nearly 6000 expatriates for visa violations after amnesty period ends......,https://english.mathrubhumi.com/news/world/uae-arrests-6000-expatriates-for-visa-violations-after-amnesty-period-ends-1.10312781
213,8,Foreign Policy Association,unknown,Saudi Arabia’s Undocumented Workers Repatriated,https://fpa.org/saudi-arabias-undocumented-workers-repatriated/
214,10,Kapoor; Ria,2020,Refugees and Citizens in India: Memories of 1947 and 1971 in 2020,https://www.historyworkshop.org.uk/memory-emotions/refugees-in-india/
215,8,Missbach; Antje & Palmer; Wayne,2018,Indonesia: A Country Grappling with Migrant Protection at Home and Abroad,https://www.migrationpolicy.org/article/indonesia-country-grappling-migrant-protection-home-and-abroad
216,3,The Jakarta Post,2025,Indonesia begins repatriating freed Myanmar scam centre workers,https://www.thejakartapost.com/indonesia/2025/03/18/indonesia-begins-repatriating-freed-myanmar-scam-centre-workers.html
217,3,Antara - Indonesian News Agency,2025,Indonesia picks up 211 migrant workers deported from Saudi Arabia,https://en.antaranews.com/news/341066/indonesia-picks-up-211-migrant-workers-deported-from-saudi-arabia
218,3,Rusli; Effendi,2025,Malaysia Deports 37 Indonesian Migrant Workers,https://jakartaglobe.id/news/malaysia-deports-37-indonesian-migrant-workers
219,3,TRT World,2021,Malaysia set to deport thousands of undocumented Indonesian workers,https://www.trtworld.com/asia/malaysia-set-to-deport-thousands-of-undocumented-indonesian-workers-47440?utm_source=GoogleNews&utm_medium=rss
220,3,Sinombor; Sonya Hellen,2024,"Problems in Malaysia, Hundreds of Indonesian Citizens Deported",https://www.kompas.id/baca/english/2024/06/13/en-bermasalah-di-malaysia-perempuan-dan-anak-bersama-ratusan-wni-dipulangkan-ke-tanah-air
221,8,Amnesty International,1998,MALAYSIA Asylum-seekers at risk in mass deportation of economic migrants,https://www.amnesty.org/es/wp-content/uploads/2021/06/asa280091998en.pdf
222,8,Human Rights Watch,2007,Iran: Halt Mass Deportation of Afghans,https://www.hrw.org/news/2007/06/19/iran-halt-mass-deportation-afghans
223,1,Ketuly; Kamal Aziz,2023,The Deportations and First Anfal of Faily Kurds in Iraq,file:///C:/Users/Admin/Downloads/the-deportations-and-first-anfal-of-faily-kurds-in-iraq.pdf
224,8,Minority Rights Group International,2017,World Directory of Minorities and Indigenous Peoples - Iraq : Faili Kurds,https://www.refworld.org/reference/countryrep/mrgi/2017/en/119098
225,2,Daniel; Elton L. & Mahdi; Ali Akbar,2006,Culture and Customs of Iran,http://ndl.ethernet.edu.et/bitstream/123456789/54232/1/67.pdf.pdf
226,8,Human Rights Watch,2003,The Iraqi Government Assault on the Marsh Arabs,https://www.hrw.org/legacy/backgrounder/mena/marsharabs1.htm
227,8,BADIL Refugee Survey,2010,From the BADIL Refugee Survey 2008-2009: Secondary Forced Displacement in Host Countries - An Overview,https://badil.org/publications/al-majdal/issues/items/1349.html
228,8,Chatelard; Geraldine,2010,Jordan: A Refugee Haven,https://www.migrationpolicy.org/article/jordan-refugee-haven
229,8,Human Rights Watch,2017,“I Have No Idea Why They Sent Us Back”,https://www.hrw.org/report/2017/10/02/i-have-no-idea-why-they-sent-us-back/jordanian-deportations-and-expulsions-syrian
230,8,Facts and Details,unknown,Russians In Kazakhstan,https://factsanddetails.com/central-asia/Kazakhstan/sub8_4b/entry-4644.html
231,10,The Volga Germans,unknown,Kazakhstan,https://www.volgagermans.org/settlements/resettlement-within-russia/kazakhstan
232,8,Human Rights Watch,2011,Kazakhstan: Forced Returns to Uzbekistan Illegal,https://www.hrw.org/news/2011/06/10/kazakhstan-forced-returns-uzbekistan-illegal
233,3,Nation Africa Newspaper,2013,Asians face mass expulsion to Britain as Africanisation starts,https://nation.africa/kenya/life-and-style/dn2/asians-face-mass-expulsion-to-britain-as-africanisation-starts-880578
234,8,UK Parliament,1968,Asian Immigrants From Kenya,https://hansard.parliament.uk/Lords/1968-02-15/debates/e5e33ebe-b72f-4bae-82b4-1125bab0f265/AsianImmigrantsFromKenya
235,8,StrikingWoman.org,unknown,Twice migrants: African Asian migration to the UK,https://www.striking-women.org/module/map-major-south-asian-migration-flows/twice-migrants-african-asian-migration-uk
236,8,Human Rights Watch,2014,Kenya: End Abusive Round-Ups,https://www.hrw.org/news/2014/05/12/kenya-end-abusive-round-ups
237,3,AA.com,2014,"Kenya screened 2456, deported 442 in 44 days",https://www.aa.com.tr/en/archive/kenya-screened-2456-deported-442-in-44-days/157321
238,3,NK News,2020,"Going “home”: why 87,000 Zainichi Koreans moved from Japan to North Korea",https://www.nknews.org/2020/02/going-home-why-87000-zainichi-koreans-moved-from-japan-to-north-korea/
239,1,Rosen; Steven J.,2012,Kuwait Expels Thousands of Palestinians,https://www.meforum.org/middle-east-quarterly/kuwait-expels-palestinians
240,8,Migration Data Portal,2025,Migration data in Western Asia,https://www.migrationdataportal.org/regional-data-overview/migration-data-western-asia
241,1,Hooglund; Eric,1991,The Other Face of War,https://merip.org/1991/07/the-other-face-of-war/
242,8,Minority Rights Group International,2017,World Directory of Minorities and Indigenous Peoples - Kuwait : Bidoon,https://www.refworld.org/reference/countryrep/mrgi/2017/en/119729
243,8,Global Detention Project,2023,Filipino Migrants Deported from Kuwait Amidst Tensions Over Worker Rights,https://www.globaldetentionproject.org/filipino-migrants-deported-from-kuwait-amidst-tensions-over-worker-rights
244,3,The Arab Weekly,2023,Kuwait pushes on with policy of expatriates’ deportation,https://thearabweekly.com/kuwait-pushes-policy-expatriates-deportation
245,8,Americans for Democracy & Human Rights in Bahrain,2024,The Aftermath of Kuwait’s Amnesty Scheme: The Start of Another Mass Deportation,https://www.adhrb.org/2024/07/the-aftermath-of-kuwaits-amnesty-scheme-the-start-of-another-mass-deportation/
246,8,Business & Human Rights Resource Center,2024,"Kuwait: Fee requirements for migrants over 60 without higher degrees revoked, while arrest & deportation campaign increases irregular status",https://www.business-humanrights.org/en/latest-news/kuwait-fee-requirements-for-migrants-over-60-without-higher-degrees-revoked-while-arrest-deportation-campaign-increases-irregular-status/
247,1,Rosetti; Florence,1997,The Chinese in Laos Rebirth of the Laotian Chinese Community as peace returns to Indochina,https://www.cefc.com.hk/article/the-chinese-in-laosrebirth-of-the-laotian-chinese-community-as-peace-returns-to-indochina/
248,8,Edwards; Adrian,2009,Deportation of Lao Hmong must stop: UN High Commissioner for Refugees,https://www.unhcr.org/news/stories/deportation-lao-hmong-must-stop-un-high-commissioner-refugees
249,16,McCollum; Betty,2009,McCollum Statement on the Forced Repatriation to Laos of Hmong Refugees by the Government of Thailand,https://mccollum.house.gov/press-release/mccollum-statement-forced-repatriation-laos-hmong-refugees-government-thailand
250,8,Human Rights Watch,2010,Letter to Secretary Clinton on the Forced Return of Lao Hmong from Thailand,https://www.hrw.org/news/2010/01/20/letter-secretary-clinton-forced-return-lao-hmong-thailand
251,8,Amnesty International,2023,Lebanon: Authorities must halt unlawful deportations of Syrian refugees,https://www.amnesty.org/en/latest/news/2023/04/lebanon-authorities-must-halt-unlawful-deportations-of-syrian-refugees/
252,8,Human Rights Watch,2023,Lebanon: Armed Forces Summarily Deporting Syrians,https://www.hrw.org/news/2023/07/05/lebanon-armed-forces-summarily-deporting-syrians
253,8,Human Rights Watch,2024,Lebanon: Stepped-Up Repression of Syrians,https://www.hrw.org/news/2024/04/25/lebanon-stepped-repression-syrians
254,8,Global Detention Project,2024,An EU-Lebanon Refugee Deal Amidst An Unprecedented Crackdown on Refugees,https://www.globaldetentionproject.org/eu-lebanon-deal-risks-to-expose-syrian-and-other-refugees-to-refoulement-and-human-rights-violations
255,8,Human Rights Watch,2019,Lebanon: Syrians Summarily Deported from Airport,https://www.hrw.org/news/2019/05/24/lebanon-syrians-summarily-deported-airport
256,8,Human Rights Watch,2024,Syrians Fleeing Lebanon Risk Repression Upon Return,https://www.hrw.org/news/2024/10/30/syrians-fleeing-lebanon-risk-repression-upon-return
257,8,Integral Human Development,unknown,Country Profile - Liberia,https://migrants-refugees.va/country-profile/liberia/
258,8,Landespolizei Fürstentum Liechtenstein,2023,Jahresbericht 2023 Landespolizei Fürstentum Liechtenstein,https://www.landespolizei.li/application/files/5817/1403/1909/Jahresbericht2023_END.pdf
259,1,Wills; Matthew,2016,Libya’s Italian Connection,https://daily.jstor.org/libya-italian-connection/
260,3,Dignoti; Stefanie,2025,"My Grandpa, the Fascist?",https://newlinesmag.com/first-person/my-grandpa-the-fascist/
261,3,Gruber; Ruth Ellen,2004,Unknown immigration from Libya - has swelled ranks of Italian Jewry,https://web.archive.org/web/20051219172107/http://www.jta.org/page_view_story.asp?strwebhead=Libyan+immigrants+a+force+in+Italian+Jewry&intcategoryid=2
262,8,OnWar.com - Armed conflict Events Data,unknown,Egyptian-Libyan War 1977,https://www.onwar.com/aced/nation/lay/libya/flibyaegypt1977.htm
263,3,Ali; Mostafa,2011,Egypt celebrates Libyan revolution victory,https://english.ahram.org.eg/NewsContent/1/64/19562/Egypt/Politics-/Search.aspx?Text=%20gaddafi
264,8,Palestinian Return Center,2013,JPRS 3rd Ed: Palestinian Refugees Affected by the 2011 Libyan Uprising: A Brief Overview,https://prc.org.uk/en/post/2873/jprs-3rd-ed-palestinian-refugees-affected-by-the-2011-libyan-uprising-a-brief-overview
265,8,International Organization for Migration,2012,Migrants in Crisis: The IOM Experience in Libya,https://publications.iom.int/system/files/pdf/migrationcaughtincrisis_forweb.pdf
266,8,Amnesty International,2020,Libya: New evidence shows refugees and migrants trapped in horrific cycle of abuses,https://www.amnesty.org/en/latest/press-release/2020/09/libya-new-evidence-shows-refugees-and-migrants-trapped-in-horrific-cycle-of-abuses/
267,8,International Organization for Migration,2014,Assessment Of Priorities For The Development Of Libya’s Migration Policy: A Strategic Vision,https://publications.iom.int/system/files/pdf/libya_rapid_assessment.pdf
268,13,National Immigration Administration,2022,Number of China's Exit-entry Personnel Exceeds 424 Million in 2023,https://en.nia.gov.cn/n147413/c160783/content.html
269,13,National Immigration Administration,2024,Over 141 Million Exit-Entry Travelers Recorded in China in Q1 2024,https://en.nia.gov.cn/n147418/n147473/c158136/content.html
270,10,FamilySearch,unknown,Madagascar Emigration and Immigration,https://www.familysearch.org/en/wiki/Madagascar_Emigration_and_Immigration
271,8,Nelson; Alastair & Cochrane; Jacqueline,2020,Trafficing Malagasy Tortoises,https://globalinitiative.net/wp-content/uploads/2020/12/Trafficking-Malagasy-Tortoises-Vulnerabilities-and-illicit-markets-in-the-western-Indian-Ocean.pdf
272,8,United Nations Network on Migration,2023,Malawi Network on Migration,https://migrationnetwork.un.org/system/files/docs/TOR_UN%20Network%20on%20Migration_Malawi.pdf
273,8,UNHCR,2023,Annual Results Report 2023 Malawi,https://reporting.unhcr.org/sites/default/files/2024-06/SA%20-%20Malawi%20ARR%202023_0.pdf
274,3,Chirombo; Manford,2025,"Malawi: Voluntary repatriation of Mozambican asylum seekers finalised, 200 households staying – report",https://clubofmozambique.com/news/malawi-voluntary-repatriation-of-mozambican-asylum-seekers-finalised-200-households-staying-report-278067/
275,1,Low; Choo Chin,2016,Banishment of Anti-Communist Chinese to Formosa: The British as Effectual Mediators in Malaya,https://ics.um.edu.my/img/files/IJCSV7N3/low.pdf
276,8,World Bank Group,2020,Who is Keeping Score? - Estimating the Number of Foreign Workers in Malaysia,https://documents1.worldbank.org/curated/en/892721588859396364/pdf/Who-is-Keeping-Score-Estimating-the-Number-of-Foreign-Workers-in-Malaysia.pdf
277,15,Avila; Michelle B.,2015,The Evolution of malaysias Immigration Policy since 1970,https://apps.dtic.mil/sti/tr/pdf/ADA620596.pdf
278,8,Amnesty International,2021,Malaysia: Deportation to Myanmar puts lives in danger,https://www.amnesty.org/en/latest/news/2021/02/myanmar-deportation-malaysia-danger/
279,8,Global Detention Project,2021,Malaysia: Covid-19 and Detention,https://www.globaldetentionproject.org/25-february-2021-malaysia
280,8,Amnesty International,2022,Malaysia: Halt forced deportation of people from Myanmar and ensure access to asylum,https://www.amnesty.org/en/documents/asa28/6138/2022/en/
281,8,Amnesty International,2023,Malaysia 2023,https://www.amnesty.org/en/location/asia-and-the-pacific/south-east-asia-and-the-pacific/malaysia/report-malaysia/
282,3,Hussain; Fathima Aruma,2020,Immigration launches voluntary repatriation program for undocumented workers,https://sun.com.mv/61907
283,3,Hadi; Ahmedulla Abdul,2020,Ministry publishes info of expats for repatriation verification,https://english.sun.mv/63948
284,8,Maldives Immigration,2023,Maldives Immigration - Annual Statistics 2022,https://www.immigration.gov.mv/wp-content/uploads/2023/11/Annual-Statistics-2022_website.pdf
285,3,oneonline,2024,"Over 4,000 illegal immigrants deported",https://www.oneonline.mv/en/96874
286,3,Corporate Maldives,2025,"Over 5,600 Undocumented Migrants Deported from Maldives in 2024",https://corporatemaldives.com/over-5600-undocumented-migrants-deported-from-maldives-in-2024/
287,8,International Organization for Migration,2013,The Mali Migration Crisis at a Glance,https://www.iom.int/sites/g/files/tmzbdl486/files/migrated_files/Country/docs/Mali_Migration_Crisis_2013.pdf
288,8,Human Rights Watch,1991,Human Rights Watch World Report 1990 - Mauritania,https://www.refworld.org/reference/annualreport/hrw/1991/en/41237
289,3,Mali Actu,2015,Immigration illégale : Le Mali accueille ses 129 rapatriés du Gabon,https://maliactu.net/mali-immigration-illegale-le-mali-accueille-ses-129-rapatries-du-gabon/
290,8,Human Rights Watch,unknown,Mauritania,https://www.hrw.org/reports/1989/WR89/Mauritan.htm
291,8,The Legal Agenda,2016,Statelessness in Mauritania: A Brief Account of a Long History of Discrimination,https://english.legal-agenda.com/statelessness-in-mauritania-a-brief-account-of-a-long-history-of-discrimination/
292,8,Minority Rights Group International,2017,World Directory of Minorities and Indigenous Peoples - Mauritania : Black Africans,https://www.refworld.org/reference/countryrep/mrgi/2017/en/119095
293,8,Migration Policy Center,2013,MPC - Migration Profile - Mauritania,https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/unpd_ws_201509_mauritania.pdf
294,8,Amnesty International,2010,Mauritania Amnesty International submission to the UN Universal Periodic Review,https://www.ohchr.org/sites/default/files/lib-docs/HRBodies/UPR/Documents/session9/MR/AI_AmnestyInternational_Revised.pdf
295,8,Chagossian Voices,2021,Response to the proposed Nationality and Borders Bill 2021,https://bills.parliament.uk/publications/43047/documents/781
296,3,africanews,2024,"Anti-migration operation in Mayotte stirs tensions, exposes inequalities",https://www.africanews.com/2023/05/18/anti-migration-operation-in-mayotte-stirs-tensions-exposes-inequalities/
297,3,Asian Development Bank,2007,Country Economic Report - Nauru,https://web.archive.org/web/20110607064452/http://www.adb.org/Documents/CERs/NAU/CER-NAU-2007.pdf
298,1,Radchenko; Sergey S.,2003,The Soviets best friend in Asia: The Monogolian Dimension of the Sino-Soviet Split,https://www.wilsoncenter.org/publication/the-soviets-best-friend-asia-the-mongolian-dimension-the-sino-soviet-split
299,8,US Department of State,2007,Mongolia Country Profile,"https://2009-2017.state.gov/outofdate/bgn/mongolia/79156.htm#:~:text=During%20the%20period%20of%20Sino,to%20assist%20in%20construction%20projects."
300,3,Munkhzul; A.,2019,About 800 Chinese citizens deported,https://www.montsame.mn/en/read/205767
301,3,Asia News Netowrk,2025,Chinese nationals working illegally deported from Mongolia,https://asianews.network/chinese-nationals-working-illegally-deported-from-mongolia/
302,8,Amnesty International,2006,Montenegro The right to redress and reparation for the families of the “disappeared”,https://www.amnesty.org/es/wp-content/uploads/2021/08/eur660012006en.pdf
303,10,MaroccanJews.org,unknown,Jewish Emigration from Morocco,https://moroccanjews.org/home/jewish-emigration-from-morocco/
304,10,JewishRefugees.org,2021,Sixty years since Operation Yakhin in Morocco,https://www.jewishrefugees.org.uk/2021/01/sixty-years-since-operation-yakhin-in.html
305,3,La Depeche,2012,"""Pieds-noirs"": ceux qui ont choisi de rester",https://www.ladepeche.fr/article/2012/03/10/1308713-pieds-noirs-ceux-qui-ont-choisi-de-rester.html
